total_records,supplier_related_count,supplier_related_share_pct,severe_supplier_count_class_I_II,severe_supplier_pct_class_I_II,non_supplier_count,severe_non_supplier_count_class_I_II,severe_non_supplier_pct_class_I_II
503,401,79.72,385,96.01,102,91,89.22
